KdRek4,KdRek5,Nama_Rincian
"3.06.02.06.","3.06.02.06.006.","Patching Board"
"3.06.02.06.","3.06.02.06.999.","Alat Komunikasi Sosial Lainnya"
"3.06.02.07.","3.06.02.07.001.","Morse Keyer"
"3.06.02.07.","3.06.02.07.002.","Automatic Deorse Keyer"
"3.06.02.07.","3.06.02.07.003.","Alat Semboyan"
"3.06.02.07.","3.06.02.07.004.","Mesin Sandi dan Kelengkapannya"
"3.06.02.07.","3.06.02.07.005.","Finger Printer Time and Attandance Acces Control System"
"3.06.02.07.","3.06.02.07.006.","Mesin Sandi Teks"
"3.06.02.07.","3.06.02.07.007.","Mesin Sandi Suara"
"3.06.02.07.","3.06.02.07.008.","Mesin Sandi Data"
"3.06.02.07.","3.06.02.07.009.","Mesin Sandi Berbasis Software"
"3.06.02.07.","3.06.02.07.010.","Mesin Sandi Berbasis Hardware"
"3.06.02.07.","3.06.02.07.011.","Mesin Sandi Berbasis Software dan Hardware"
"3.06.02.07.","3.06.02.07.012.","Alat Pembangkit Kunci"
"3.06.02.07.","3.06.02.07.013.","Alat Pendistribusi Kunci"
"3.06.02.07.","3.06.02.07.014.","Crypthopone"
"3.06.02.07.","3.06.02.07.015.","Crytofax"
"3.06.02.07.","3.06.02.07.016.","Server Encription"
"3.06.02.07.","3.06.02.07.017.","Handphone Encription"
"3.06.02.07.","3.06.02.07.018.","GSM Jammer"
"3.06.02.07.","3.06.02.07.019.","CDMA Jammer"
"3.06.02.07.","3.06.02.07.999.","Alat-Alat Sandi Lainnya"
"3.06.02.08.","3.06.02.08.001.","Alat DF Radio SSB"
"3.06.02.08.","3.06.02.08.002.","Super Broom"
"3.06.02.08.","3.06.02.08.003.","Alat DF Radio HF/FM"
"3.06.02.08.","3.06.02.08.004.","Scanlock Plus Ceberus"
"3.06.02.08.","3.06.02.08.005.","Alat DF Radio VHF"
"3.06.02.08.","3.06.02.08.006.","Stelath Digital Repeater"
"3.06.02.08.","3.06.02.08.007.","Alat DF Radio UHF"
"3.06.02.08.","3.06.02.08.008.","Tranking"
"3.06.02.08.","3.06.02.08.009.","Telepon Taping"
"3.06.02.08.","3.06.02.08.010.","Stelath"
"3.06.02.08.","3.06.02.08.011.","Visatelit"
"3.06.02.08.","3.06.02.08.012.","Mainframe (Alat Komunikasi Khusus)"
"3.06.02.08.","3.06.02.08.013.","Safe Light Filter"
"3.06.02.08.","3.06.02.08.014.","Anti Sadap Telepon (Scanbler)"
"3.06.02.08.","3.06.02.08.015.","Billinf System"
"3.06.02.08.","3.06.02.08.016.","Room Monitoring MC06"
"3.06.02.08.","3.06.02.08.017.","Watch Transmiter"
"3.06.02.08.","3.06.02.08.018.","Ashtray"
"3.06.02.08.","3.06.02.08.019.","Non Direction Beacon (NDB)"
"3.06.02.08.","3.06.02.08.020.","Radio Link"
"3.06.02.08.","3.06.02.08.021.","Localizer"
"3.06.02.08.","3.06.02.08.022.","Glade Path"
"3.06.02.08.","3.06.02.08.023.","Midle Marker"
"3.06.02.08.","3.06.02.08.024.","Radio Communication Matching Switch (RCMS)"
"3.06.02.08.","3.06.02.08.025.","Direction Very Omni Range (DVOR)"
"3.06.02.08.","3.06.02.08.026.","Integrated Ground Caommunication System (SGRS)"
"3.06.02.08.","3.06.02.08.027.","Switching Ground Receiver System (SGRS)"
"3.06.02.08.","3.06.02.08.028.","Alat Rx Radio SSb"
"3.06.02.08.","3.06.02.08.029.","Alat Rx Radio HF/FM"
"3.06.02.08.","3.06.02.08.030.","Alat Rx Radio VHF"
"3.06.02.08.","3.06.02.08.031.","Alat Rx Radio UHF"
"3.06.02.08.","3.06.02.08.032.","Alat Jamming Radio SSB"
"3.06.02.08.","3.06.02.08.033.","Alat Jamming Radio HF/FM"
"3.06.02.08.","3.06.02.08.034.","Alat Jamming Radio VHF"
"3.06.02.08.","3.06.02.08.035.","Alat Jamming Radio UHF"
"3.06.02.08.","3.06.02.08.036.","Alat Spektrum Frek Monitor SSB"
"3.06.02.08.","3.06.02.08.037.","Alat Spektrum Frek Monitor HF/FM"
"3.06.02.08.","3.06.02.08.038.","Alat Spektrum Frek Monitor VHF"
"3.06.02.08.","3.06.02.08.039.","Alat Spektrum Frek Monitor UHF"
"3.06.02.08.","3.06.02.08.040.","Alat Traffic Analysis"
"3.06.02.08.","3.06.02.08.041.","Alat Countersurveillance"
"3.06.02.08.","3.06.02.08.042.","Alat Surveillance"
"3.06.02.08.","3.06.02.08.043.","Alat Jamming Frekuensi"
"3.06.02.08.","3.06.02.08.044.","Alat Pengendali Pancaran Gelombang Elektromagnetik (Tempest)"
"3.06.02.08.","3.06.02.08.999.","Alat Komunikasi Khusus Lainnya"
"3.06.02.09.","3.06.02.09.001.","System Control Node Multi Site System"
"3.06.02.09.","3.06.02.09.002.","Site Base stataion Multi Site System"
"3.06.02.09.","3.06.02.09.003.","Controll Center"
"3.06.02.09.","3.06.02.09.004.","E2EEncryption Management Tools"
"3.06.02.09.","3.06.02.09.005.","Network Monitoring System"
"3.06.02.09.","3.06.02.09.006.","Switching Matrix and Server"
"3.06.02.09.","3.06.02.09.007.","Digital Recording System"
"3.06.02.09.","3.06.02.09.008.","Official Pheripheral"
"3.06.02.09.","3.06.02.09.009.","Mobile Unit"
"3.06.02.09.","3.06.02.09.010.","Mobile Gateway"
"3.06.02.09.","3.06.02.09.011.","Convert Body"
"3.06.02.09.","3.06.02.09.012.","Repeater RX/TX"
"3.06.02.09.","3.06.02.09.013.","Repeater Multiband Combiner 4 in 4out"
"3.06.02.09.","3.06.02.09.014.","Repeater Multiband Combiner 4 in 2out"
"3.06.02.09.","3.06.02.09.015.","Repeater Multiband Combiner 2 in 2out"
"3.06.02.09.","3.06.02.09.016.","Repeater CDMA 80PO MHz"
"3.06.02.09.","3.06.02.09.017.","Repeater CDS 1800 MHz"
"3.06.02.09.","3.06.02.09.999.","Alat Komunikasi Digital Dan Konvensional Lainnya"
"3.06.02.10.","3.06.02.10.001.","Fully System HUB"
"3.06.02.10.","3.06.02.10.002.","VSAT System for Remote Terminal"
"3.06.02.10.","3.06.02.10.003.","Commob (Communication Mobile) VSAT"
"3.06.02.10.","3.06.02.10.004.","Wireless Base Station + Surveillance Manpack Kit"
"3.06.02.10.","3.06.02.10.005.","Flyaway"
"3.06.02.10.","3.06.02.10.006.","Encryption"
"3.06.02.10.","3.06.02.10.007.","Remote Data Connection Distribution"
"3.06.02.10.","3.06.02.10.008.","Remote VoIP Gateway E1 Card Interface"
"3.06.02.10.","3.06.02.10.009.","Spectrum Analyzer for HUB Station"
"3.06.02.10.","3.06.02.10.010.","Spectrum Analyzer Portable for Field Use"
"3.06.02.10.","3.06.02.10.011.","UPS 15 KVA for HUB Station"
"3.06.02.10.","3.06.02.10.012.","UPS 1 KVA for Remote Station"
"3.06.02.10.","3.06.02.10.999.","Alat Komunikasi Satelit Lainnya"
"3.06.02.99.","3.06.02.99.999.","Alat Komunikasi Lainnya"
"3.06.03.01.","3.06.03.01.001.","Unit Pemancar MF/MW Portable"
"3.06.03.01.","3.06.03.01.002.","Unit Pemancar MF/MW Transportable"
"3.06.03.01.","3.06.03.01.003.","Unit Pemancar MF/MW Stationary"
"3.06.03.01.","3.06.03.01.999.","Peralatan Pemancar MF/MW Lainnya"
"3.06.03.02.","3.06.03.02.001.","Unit Pemancar HF/SW Portable"
"3.06.03.02.","3.06.03.02.002.","Unit Pemancar HF/SW Transportable"
"3.06.03.02.","3.06.03.02.003.","Unit Pemancar HF/SW Stationary"
"3.06.03.02.","3.06.03.02.999.","Peralatan Pemancar HF/SW Lainnya"
"3.06.03.03.","3.06.03.03.001.","Unit Pemancar VHF/FM Portable"
"3.06.03.03.","3.06.03.03.002.","Unit Pemancar VHF/FM Transportable"
"3.06.03.03.","3.06.03.03.003.","Unit Pemancar VHF/FM Stationary"
"3.06.03.03.","3.06.03.03.999.","Peralatan Pemancar VHF/FM Lainnya"
"3.06.03.04.","3.06.03.04.001.","Unit Pemancar UHF Portable"
"3.06.03.04.","3.06.03.04.002.","Unit Pemancar UHF Transportable"
"3.06.03.04.","3.06.03.04.003.","Unit Pemancar UHF Stationary"
"3.06.03.04.","3.06.03.04.004.","Portable Reporter Link"
"3.06.03.04.","3.06.03.04.999.","Peralatan Pemancar UHF Lainnya"
"3.06.03.05.","3.06.03.05.001.","Unit Pemancar SHF Portable"
"3.06.03.05.","3.06.03.05.002.","Unit Pemancar SHF Transportable"
"3.06.03.05.","3.06.03.05.003.","Unit Pemancar SHF Stationary"
"3.06.03.05.","3.06.03.05.004.","Satellite Link ( Up/Down Link )"
"3.06.03.05.","3.06.03.05.999.","Peralatan Pemancar SHF Lainnya"
"3.06.03.06.","3.06.03.06.001.","Antene MF/MW Portable"
"3.06.03.06.","3.06.03.06.002.","Antene MF/MW Transportable"
"3.06.03.06.","3.06.03.06.003.","Antene MF/MW Stationary"
"3.06.03.06.","3.06.03.06.999.","Peralatan Antena MF/MW Lainnya"
"3.06.03.07.","3.06.03.07.001.","Antene HF/SW Portable"
"3.06.03.07.","3.06.03.07.002.","Antene HF/SW Transportable"
"3.06.03.07.","3.06.03.07.003.","Antene HF/SW Stationary"
"3.06.03.07.","3.06.03.07.999.","Peralatan Antena HF/SW Lainnya"
"3.06.03.08.","3.06.03.08.001.","Antene VHF/FM Portable"
"3.06.03.08.","3.06.03.08.002.","Antene VHF/FM Transportable"
"3.06.03.08.","3.06.03.08.003.","Antene VHF/FM Stationary"
"3.06.03.08.","3.06.03.08.999.","Peralatan Antena VHF/FM Lainnya"
"3.06.03.09.","3.06.03.09.001.","Antene UHF Portable"
"3.06.03.09.","3.06.03.09.002.","Antene UHF Transportable"
"3.06.03.09.","3.06.03.09.003.","Antene UHF Stationary"
"3.06.03.09.","3.06.03.09.999.","Peralatan Antena UHF Lainnya"
"3.06.03.10.","3.06.03.10.001.","Antene SHF Portable"
"3.06.03.10.","3.06.03.10.002.","Antene SHF Transportable"
"3.06.03.10.","3.06.03.10.003.","Antene SHF Stationary"
"3.06.03.10.","3.06.03.10.004.","Antena All Band"
"3.06.03.10.","3.06.03.10.005.","Antena SSB"
"3.06.03.10.","3.06.03.10.999.","Peralatan Antena SHF/Parabola Lainnya"
"3.06.03.11.","3.06.03.11.001.","Translator VHF/VHF Portable"
"3.06.03.11.","3.06.03.11.002.","Translator VHF/VHF Transportable"
"3.06.03.11.","3.06.03.11.003.","Translator VHF/VHF Stationary"
"3.06.03.11.","3.06.03.11.999.","Peralatan Translator VHF/VHF Lainnya"
"3.06.03.12.","3.06.03.12.001.","Translator UHF/UHF Portable"
"3.06.03.12.","3.06.03.12.002.","Translator UHF/UHF Transportable"
"3.06.03.12.","3.06.03.12.003.","Translator UHF/UHF Stationary"
"3.06.03.12.","3.06.03.12.999.","Peralatan Translator UHF/UHF Lainnya"
"3.06.03.13.","3.06.03.13.001.","Translator VHF/UHF Portable"
"3.06.03.13.","3.06.03.13.002.","Translator VHF/UHF Transportable"
"3.06.03.13.","3.06.03.13.003.","Translator VHF/UHF Stationary"
"3.06.03.13.","3.06.03.13.999.","Peralatan Translator VHF/UHF Lainnya"
"3.06.03.14.","3.06.03.14.001.","Translator UHF/VHF Portable"
"3.06.03.14.","3.06.03.14.002.","Translator UHF/VHF Transportable"
"3.06.03.14.","3.06.03.14.003.","Translator UHF/VHF Stationary"
"3.06.03.14.","3.06.03.14.999.","Peralatan Translator UHF/VHF Lainnya"
"3.06.03.15.","3.06.03.15.001.","Microwave F P U Portable"
"3.06.03.15.","3.06.03.15.002.","Microwave F P U Transportable"
"3.06.03.15.","3.06.03.15.003.","Microwave F P U Stationary"
"3.06.03.15.","3.06.03.15.999.","Peralatan Microwave F P U Lainnya"
"3.06.03.16.","3.06.03.16.001.","Microwave Terestrial Portable"
"3.06.03.16.","3.06.03.16.002.","Microwave Terestrial Transportable"
"3.06.03.16.","3.06.03.16.003.","Microwave Terestrial Stationary"
"3.06.03.16.","3.06.03.16.999.","Peralatan Microwave Terestrial Lainnya"
"3.06.03.17.","3.06.03.17.001.","Microwave TVRO Portable"
"3.06.03.17.","3.06.03.17.002.","Microwave TVRO Transportable"
"3.06.03.17.","3.06.03.17.003.","Microwave TVRO Stationary"
"3.06.03.17.","3.06.03.17.999.","Peralatan Microwave TVRO Lainnya"
"3.06.03.18.","3.06.03.18.001.","Dummy Load Pendingin Udara"
"3.06.03.18.","3.06.03.18.002.","Dummy Load Pendingin Air"
"3.06.03.18.","3.06.03.18.003.","Dummy Load Pendingin Minyak"
"3.06.03.18.","3.06.03.18.004.","Dummy Load Pendingin Gas"
"3.06.03.18.","3.06.03.18.999.","Peralatan Dummy Load Lainnya"
"3.06.03.19.","3.06.03.19.001.","Switcher Combination"
"3.06.03.19.","3.06.03.19.002.","Switcher Manual"
"3.06.03.19.","3.06.03.19.003.","Switcher Automatic Motor"
"3.06.03.19.","3.06.03.19.999.","Switcher Antena Lainnya"
"3.06.03.20.","3.06.03.20.001.","Self Supporting Tower"
"3.06.03.20.","3.06.03.20.002.","Guy Tower"
"3.06.03.20.","3.06.03.20.003.","Mast Tower"
"3.06.03.20.","3.06.03.20.004.","Concrete Tower"
"3.06.03.20.","3.06.03.20.999.","Switcher/Menara Antena Lainnya"
"3.06.03.21.","3.06.03.21.001.","Open Wire"
"3.06.03.21.","3.06.03.21.002.","Coaxial Feeder"
"3.06.03.21.","3.06.03.21.003.","Antenna Tuning Unit"
"3.06.03.21.","3.06.03.21.004.","Dehydrator"
"3.06.03.21.","3.06.03.21.999.","Feeder Lainnya (Alat Studio, Komunikasi Dan Pemancar)"
"3.06.03.22.","3.06.03.22.001.","Dehumidifier (Humidity Control)"
"3.06.03.22.","3.06.03.22.999.","Humidity Control Lainnya"
"3.06.03.23.","3.06.03.23.001.","Receiver STL/VHF ( FM)"
"3.06.03.23.","3.06.03.23.002.","Receiver STL/UHF"
"3.06.03.23.","3.06.03.23.003.","Receiver STL/SHF"
"3.06.03.23.","3.06.03.23.004.","TVRO"
"3.06.03.23.","3.06.03.23.005.","Line Amplifier"
"3.06.03.23.","3.06.03.23.006.","SRO"
"3.06.03.23.","3.06.03.23.007.","Line Equalizer"
"3.06.03.23.","3.06.03.23.008.","Automatic Gain Control"
"3.06.03.23.","3.06.03.23.009.","Compressor Amplifier"
"3.06.03.23.","3.06.03.23.010.","Expander Amplifier"
"3.06.03.23.","3.06.03.23.011.","Attenuator"
"3.06.03.23.","3.06.03.23.012.","Audio Processor Am"
"3.06.03.23.","3.06.03.23.013.","Stereo Generator Fm"
"3.06.03.23.","3.06.03.23.014.","Distributor Amplifier"
"3.06.03.23.","3.06.03.23.015.","Switcher/Patch Panel"
"3.06.03.23.","3.06.03.23.016.","Audio Monitor"
"3.06.03.23.","3.06.03.23.017.","AM Monitor"
"3.06.03.23.","3.06.03.23.018.","FM Monitor"
"3.06.03.23.","3.06.03.23.019.","Power Distribution Board"
"3.06.03.23.","3.06.03.23.020.","Lightning Protector"
"3.06.03.23.","3.06.03.23.021.","All Band Receiver"
"3.06.03.23.","3.06.03.23.022.","Change Over Switch"
"3.06.03.23.","3.06.03.23.999.","Program Input Equipment Lainnya"
"3.06.03.24.","3.06.03.24.001.","Antene Penerima VHF"
"3.06.03.24.","3.06.03.24.002.","Peralatan Antena Penerima LF"
"3.06.03.24.","3.06.03.24.003.","Peralatan Antena Penerima MF"
"3.06.03.24.","3.06.03.24.004.","Peralatan Antena Penerima HF"
"3.06.03.24.","3.06.03.24.005.","Peralatan Antena Penerima MF+HF"
"3.06.03.24.","3.06.03.24.006.","Peralatan Antena Penerima VHF"
"3.06.03.24.","3.06.03.24.007.","Peralatan Antena Penerima UHF"
"3.06.03.24.","3.06.03.24.008.","Peralatan Antena Penerima SSHF"
"3.06.03.24.","3.06.03.24.999.","Peralatan Antene Penerima VHF Lainnya"
"3.06.03.25.","3.06.03.25.001.","Peralatan Pemancar LF Transportable"
"3.06.03.25.","3.06.03.25.002.","Peralatan Pemancar LF Portable"
"3.06.03.25.","3.06.03.25.003.","Peralatan Pemancar LF Stationary"
"3.06.03.25.","3.06.03.25.999.","Peralatan Pemancar LF Lainnya"
"3.06.03.26.","3.06.03.26.001.","Unit Pemancar MF+HF Transportable"
"3.06.03.26.","3.06.03.26.002.","Unit Pemancar MF+HF Portable"
"3.06.03.26.","3.06.03.26.003.","Unit Pemancar MF+HF Stationary"
"3.06.03.26.","3.06.03.26.999.","Unit Pemancar MF+HF Lainnya"
"3.06.03.27.","3.06.03.27.001.","Peralatan Antena Pemancar MF+HF Transportable"
"3.06.03.27.","3.06.03.27.002.","Peralatan Antena Pemancar MF+HF Portable"
"3.06.03.27.","3.06.03.27.003.","Peralatan Antena Pemancar MF+HF Stationary"
"3.06.03.27.","3.06.03.27.999.","Peralatan Antena Pemancar MF+HF Lainnya"
"3.06.03.28.","3.06.03.28.001.","Peralatan Penerima LF"
"3.06.03.28.","3.06.03.28.002.","Peralatan Penerima MF"
"3.06.03.28.","3.06.03.28.003.","Peralatan Penerima HF"
"3.06.03.28.","3.06.03.28.004.","Peralatan Penerima MF+HF"
"3.06.03.28.","3.06.03.28.005.","Peralatan Penerima UHF"
"3.06.03.28.","3.06.03.28.006.","Peralatan Penerima SHF"
"3.06.03.28.","3.06.03.28.999.","Peralatan Penerima Lainnya"
"3.06.03.29.","3.06.03.29.001.","Unit Transceiver LF Transportable"
"3.06.03.29.","3.06.03.29.002.","Unit Transceiver LF Portable"
"3.06.03.29.","3.06.03.29.003.","Unit Transceiver LF Stationary"
"3.06.03.29.","3.06.03.29.999.","Peralatan Pemancar dan Penerima LF Lainnya"
"3.06.03.30.","3.06.03.30.001.","Unit Transceiver MF Transportable"
"3.06.03.30.","3.06.03.30.002.","Unit Transceiver MF Portable"
"3.06.03.30.","3.06.03.30.003.","Unit Transceiver MF Stationary"
"3.06.03.30.","3.06.03.30.999.","Peralatan Pemancar dan Penerima MF Lainnya"
"3.06.03.31.","3.06.03.31.001.","Unit Transceiver HF Transportable"
"3.06.03.31.","3.06.03.31.002.","Unit Transceiver HF Portable"
"3.06.03.31.","3.06.03.31.003.","Unit Transceiver HF Stationary"
"3.06.03.31.","3.06.03.31.004.","Rs Ssb Tranciever"
"3.06.03.31.","3.06.03.31.005.","Mini Ranger"
"3.06.03.31.","3.06.03.31.006.","Artemis"
"3.06.03.31.","3.06.03.31.007.","Telerometer"
"3.06.03.31.","3.06.03.31.999.","Peralatan Pemancar dan Penerima HF Lainnya"
"3.06.03.32.","3.06.03.32.001.","Unit Transceiver MF+HF Transportable"
"3.06.03.32.","3.06.03.32.002.","Unit Transceiver MF+HF Portable"
"3.06.03.32.","3.06.03.32.003.","Unit Transceiver MF+HF Stationary"
"3.06.03.32.","3.06.03.32.004.","Differential Omega (Peralatan Pemancar Dan Penerima Mf+hf)"
"3.06.03.32.","3.06.03.32.999.","Peralatan Pemancar dan Penerima MF+HF Lainnya"
"3.06.03.33.","3.06.03.33.001.","Unit Transceiver VHF Transportable"
"3.06.03.33.","3.06.03.33.002.","Unit Transceiver VHF Portable"
"3.06.03.33.","3.06.03.33.003.","Unit Transceiver VHF Stationary"
"3.06.03.33.","3.06.03.33.999.","Peralatan Pemancar dan Penerima VHF lainnya"
"3.06.03.34.","3.06.03.34.001.","Unit Transceiver UHF Transportable"
"3.06.03.34.","3.06.03.34.002.","Unit Transceiver UHF Portable"
"3.06.03.34.","3.06.03.34.003.","Unit Transceiver UHF Stationary"
"3.06.03.34.","3.06.03.34.004.","Ultra Hight Frequence Link"
"3.06.03.34.","3.06.03.34.005.","Auto Alarm Tustel (AAT)"
"3.06.03.34.","3.06.03.34.006.","Distribution Board and Signal Unit"
"3.06.03.34.","3.06.03.34.007.","Remote Terminal Unit"
"3.06.03.34.","3.06.03.34.008.","Multiplex Terminal Equipment"
"3.06.03.34.","3.06.03.34.009.","Signal Velvoger Grounding"
"3.06.03.34.","3.06.03.34.010.","Bridge Merger Testing"
"3.06.03.34.","3.06.03.34.011.","Message Repeater"
"3.06.03.34.","3.06.03.34.012.","Electric Cleaner"
"3.06.03.34.","3.06.03.34.013.","Aotomatic Aerlale"
"3.06.03.34.","3.06.03.34.014.","Power and Awr Meter Round"
"3.06.03.34.","3.06.03.34.015.","Voltage Regulator"
"3.06.03.34.","3.06.03.34.016.","Gyro Compass"
"3.06.03.34.","3.06.03.34.017.","Frequence Synthesizer Unit"
"3.06.03.34.","3.06.03.34.018.","Vodas (Voice Devise Anti Singing)"
"3.06.03.34.","3.06.03.34.019.","Anemometer (Peralatan Pemancar Dan Penerima UHF)"
"3.06.03.34.","3.06.03.34.020.","Clear View Screen"
"3.06.03.34.","3.06.03.34.021.","Arq unit"
"3.06.03.34.","3.06.03.34.022.","Radio Direction Finder"
"3.06.03.34.","3.06.03.34.023.","Power transmitter"
"3.06.03.34.","3.06.03.34.024.","Tele Controller"
"3.06.03.34.","3.06.03.34.025.","Local Terminal"
"3.06.03.34.","3.06.03.34.026.","Digital Selective Calling (DSC)"
"3.06.03.34.","3.06.03.34.999.","Peralatan Pemancar dan Penerima UHF Lainnya"
"3.06.03.35.","3.06.03.35.001.","Unit Transceiver SHF Transportable"
"3.06.03.35.","3.06.03.35.002.","Unit Transceiver SHF Portable"
"3.06.03.35.","3.06.03.35.003.","Unit Transceiver SHF Stationary"
"3.06.03.35.","3.06.03.35.999.","Peralatan Pemancar dan Penerima SHF Lainnya"
"3.06.03.36.","3.06.03.36.001.","Unit Antena Transceiver LF Transportable"
"3.06.03.36.","3.06.03.36.002.","Unit Antena Transceiver LF Portable"
"3.06.03.36.","3.06.03.36.003.","Unit Antena Transceiver LF Stationary"
"3.06.03.36.","3.06.03.36.999.","Peralatan Antena Pemancar dan Penerima LF Lainnya"
"3.06.03.37.","3.06.03.37.001.","Unit Antena Transceiver MF Transportable"
"3.06.03.37.","3.06.03.37.002.","Unit Antena Transceiver MF Portable"
"3.06.03.37.","3.06.03.37.003.","Unit Antena Transceiver MF Stationary"
"3.06.03.37.","3.06.03.37.999.","Peralatan Antena Pemancar dan Penerima MF Lainnya"
"3.06.03.38.","3.06.03.38.001.","Unit Antena Transceiver HF Transportable"
"3.06.03.38.","3.06.03.38.002.","Unit Antena Transceiver HF Portable"
"3.06.03.38.","3.06.03.38.003.","Unit Antena Transceiver HF Stationary"
"3.06.03.38.","3.06.03.38.999.","Peralatan Antena Pemancar dan Penerima HF Lainnya"
"3.06.03.39.","3.06.03.39.001.","Unit Antena Transceiver MF+ HF Transportable"
"3.06.03.39.","3.06.03.39.002.","Unit Antena Transceiver MF+HF Portable"
"3.06.03.39.","3.06.03.39.003.","Unit Antena Transceiver MF+HF Stationary"
"3.06.03.39.","3.06.03.39.999.","Peralatan Antena Pemancar dan Penerima MF+HF Lainnya"
"3.06.03.40.","3.06.03.40.001.","Unit Antena Transceiver VHF Transportable"
"3.06.03.40.","3.06.03.40.002.","Unit Antena Transceiver VHF Portable"
"3.06.03.40.","3.06.03.40.003.","Unit Antena Transceiver VHF Stationary"
"3.06.03.40.","3.06.03.40.999.","Peralatan Antena Pemancar dan Penerima VHF Lainnya"
"3.06.03.41.","3.06.03.41.001.","Unit Antena Transceiver UHF Transportable"
"3.06.03.41.","3.06.03.41.002.","Unit Antena Transceiver UHF Portable"
"3.06.03.41.","3.06.03.41.003.","Unit Antena Transceiver UHF Stationary"
"3.06.03.41.","3.06.03.41.999.","Peralatan Antena Pemancar dan Penerima UHF Lainnya"
"3.06.03.42.","3.06.03.42.001.","Unit Antena Transceiver SHF Transportable"
"3.06.03.42.","3.06.03.42.002.","Unit Antena Transceiver SHF Portable"
"3.06.03.42.","3.06.03.42.003.","Unit Antena Transceiver SHF Stationary"
"3.06.03.42.","3.06.03.42.999.","Peralatan Antena Pemancar dan Penerima SHF Lainnya"
"3.06.03.43.","3.06.03.43.001.","Alat Penerima Satelite Cuaca"
"3.06.03.43.","3.06.03.43.999.","Peralatan Penerima Cuaca Citra Satelite Resolusi Rendah Lainnya"
"3.06.03.44.","3.06.03.44.001.","Alat Penerima Satelite Cuaca Geo Stasimeter"
"3.06.03.44.","3.06.03.44.002.","Alat Penerima Satelite Cuaca Orbit Polar"
"3.06.03.44.","3.06.03.44.999.","Peralatan Penerima Cuaca Citra Satelite Resolusi Tinggi Lainnya"
"3.06.03.45.","3.06.03.45.001.","Scanner Facsimile"
"3.06.03.45.","3.06.03.45.002.","Alden Minifax Recorder"
"3.06.03.45.","3.06.03.45.003.","Universal Graphic Recorder"
"3.06.03.45.","3.06.03.45.004.","Weather Chart Recorder"
"3.06.03.45.","3.06.03.45.999.","Peralatan Penerima dan Pengirim Gambar ke Permukaan Lainnya"
"3.06.03.46.","3.06.03.46.001.","Box Battery"
"3.06.03.46.","3.06.03.46.002.","Cutton Duck"
"3.06.03.46.","3.06.03.46.003.","Carring Case"
"3.06.03.46.","3.06.03.46.004.","Hand Set"
"3.06.03.46.","3.06.03.46.005.","Conecctor"
"3.06.03.46.","3.06.03.46.999.","Peralatan Perlengkapan Radio Lainnya"
"3.06.03.47.","3.06.03.47.001.","BA-30"
"3.06.03.47.","3.06.03.47.002.","Genset"
"3.06.03.47.","3.06.03.47.003.","Solar Cell"
"3.06.03.47.","3.06.03.47.004.","Charger"
"3.06.03.47.","3.06.03.47.999.","Sumber Tenaga Lainnya"
"3.06.03.99.","3.06.03.99.999.","Peralatan Pemancar Lainnya"
"3.06.04.01.","3.06.04.01.001.","Standard Instrumen Landing System"
"3.06.04.01.","3.06.04.01.002.","Microwave Landing System"
"3.06.04.01.","3.06.04.01.999.","Peralatan Komunikasi Navigasi Instrumen Landing System lainnya"
"3.06.04.02.","3.06.04.02.001.","Conventional VOR (CVOR)"
"3.06.04.02.","3.06.04.02.002.","Doople VOR (DVOR)"
"3.06.04.02.","3.06.04.02.999.","Very Hight Frequence Omni Range (VOR) Lainnya"
"3.06.04.03.","3.06.04.03.001.","Transponder DME"
